mission_number,church,city,state,date_start,date_end,year,decade,duration_days,duration_weeks,confessions,converts,order,lat,long,volume,page
1,St. Joseph's Church,New York,NY,1851-04-06,1851-04-20,1851,1850s,14,2 weeks or less,6000,0,Redemptorist,40.7143528,-74.0059731,1,1
2,St. Michael's Church,Loretto,PA,1851-04-27,1851-05-11,1851,1850s,14,2 weeks or less,1700,0,Redemptorist,40.5031263,-78.630296,1,6
3,St. Mary's Church,Hollidaysburg,PA,1851-05-18,1851-05-28,1851,1850s,10,2 weeks or less,1000,0,Redemptorist,40.4272949,-78.3889024,1,11
4,Church of St. John Evangelist,Johnstown,PA,1851-05-31,1851-06-08,1851,1850s,8,2 weeks or less,1000,0,Redemptorist,40.3267407,-78.9219698,1,12
5,St. Peter's Church,New York,NY,1851-09-28,1851-10-12,1851,1850s,14,2 weeks or less,4000,0,Redemptorist,40.7143528,-74.0059731,1,15
6,St. Patrick's Cathedral,New York,NY,1851-10-19,1851-11-03,1851,1850s,15,3 weeks or less,7000,0,Redemptorist,40.7143528,-74.0059731,1,18
7,St. Patrick's Church,Erie,PA,1851-11-17,1851-11-28,1851,1850s,11,2 weeks or less,1000,0,Redemptorist,42.1292241,-80.085059,1,20
8,St. Philip Benizi Church,Cussewago,PA,1851-12-01,1851-12-08,1851,1850s,7,1 week or less,270,0,Redemptorist,41.7985407,-80.2098219,1,22
9,St. Vincent's Church (Benedictine),Youngstown,PA,1851-12-10,1851-12-19,1851,1850s,9,2 weeks or less,1000,0,Redemptorist,40.2797927,-79.3655913,1,22
10,St. Peter's Church,Saratoga,NY,1852-01-11,1852-01-22,1852,1850s,11,2 weeks or less,600,3,Redemptorist,43.0448483,-73.6300729,1,23
11,St. Peter's Church,Troy,NY,1852-01-25,1852-02-22,1852,1850s,28,more than 3 weeks,3100,0,Redemptorist,42.7284117,-73.6917851,1,27
12,St. Joseph's Church,Albany,NY,1852-02-29,1852-03-14,1852,1850s,14,2 weeks or less,4000,0,Redemptorist,42.6525793,-73.7562317,1,28
13,Ss. Peter and Paul's Cathedral,Detroit,MI,1852-03-21,1852-04-04,1852,1850s,14,2 weeks or less,3000,0,Redemptorist,42.331427,-83.0457538,1,31
14,St. John's Church,Philadelphia,PA,1852-05-02,1852-05-16,1852,1850s,14,2 weeks or less,3000,0,Redemptorist,39.952335,-75.163789,1,33
15,Church of the Assumption,Philadelphia,PA,1852-05-19,1852-05-31,1852,1850s,12,2 weeks or less,1700,0,Redemptorist,39.952335,-75.163789,1,33
16,St. Bernard's Church,Cohoes,NY,1852-06-10,1852-06-20,1852,1850s,10,2 weeks or less,1400,0,Redemptorist,42.7742446,-73.7001187,1,35
17,St. James's Cathedral,Wheeling,WV,1852-09-05,1852-09-15,1852,1850s,10,2 weeks or less,1250,3,Redemptorist,40.0639616,-80.7209149,1,36
18,St. Peter's Cathedral,Cincinnati,OH,1852-09-26,1852-10-10,1852,1850s,14,2 weeks or less,5000,0,Redemptorist,39.1031182,-84.5120196,1,37
19,Cathedral of the Assumption,Louisville,KY,1852-10-17,1852-10-31,1852,1850s,14,2 weeks or less,2000,3,Redemptorist,38.2526647,-85.7584557,1,38
20,Cathedral of the Immaculate Conception,Albany,NY,1852-11-28,1852-12-12,1852,1850s,14,2 weeks or less,4500,3,Redemptorist,42.6525793,-73.7562317,1,39
21,St. Peter's Cathedral,Richmond,VA,1852-12-24,1853-01-03,1852,1850s,10,2 weeks or less,620,3,Redemptorist,37.5407246,-77.4360481,1,40
22,St. John's Cathedral,Cleveland,OH,1853-01-23,1853-02-06,1853,1850s,14,2 weeks or less,2300,3,Redemptorist,41.4994954,-81.6954088,1,41
23,St. Mary's Church,Philadelphia,PA,1853-02-20,1853-03-06,1853,1850s,14,2 weeks or less,2550,3,Redemptorist,39.952335,-75.163789,1,42
24,Cathedral of Baltimore,Baltimore,MD,1853-04-10,1853-04-24,1853,1850s,14,2 weeks or less,4500,0,Redemptorist,39.2903848,-76.6121893,1,45
25,St. Ignatius' Church,Harford County,MD,1853-08-28,1853-09-10,1853,1850s,13,2 weeks or less,320,0,Redemptorist,39.5838964,-76.3637285,1,51
26,St. Michael's Church,Flushing,NY,1853-09-11,1853-09-18,1853,1850s,7,1 week or less,950,0,Redemptorist,40.7674987,-73.833079,1,51
27,St. Peter's Church,"New Brighton, Staten Island",NY,1853-09-29,1853-10-03,1853,1850s,4,1 week or less,1200,0,Redemptorist,40.6404369,-74.090226,1,52
28,St. Mary's Church,Yonkers,NY,1853-09-29,1853-10-02,1853,1850s,3,1 week or less,550,0,Redemptorist,40.9312099,-73.8987469,1,52
29,St. Mary's Church,New York,NY,1853-10-16,1853-10-30,1853,1850s,14,2 weeks or less,7800,0,Redemptorist,40.7143528,-74.0059731,1,53
30,St. Patrick's Church,Norfolk,VA,1853-11-13,1853-11-24,1853,1850s,11,2 weeks or less,500,7,Redemptorist,36.8507689,-76.2858726,1,53
31,St. Paul's Church,Portsmouth,VA,1853-11-13,1853-11-24,1853,1850s,11,2 weeks or less,330,10,Redemptorist,36.8354258,-76.2982742,1,55
32,St. Peter and Paul's Church,"Williamsburg, Brookyln, New York",NY,1853-12-04,1853-12-18,1853,1850s,14,2 weeks or less,4000,16,Redemptorist,40.7064461,-73.9536163,1,56
33,St. Patrick's Church,New Orleans,LA,1854-01-15,1854-01-29,1854,1850s,14,2 weeks or less,3000,3,Redemptorist,29.9510658,-90.0715323,1,58
34,St. Joseph's Church,New Orleans,LA,1854-02-12,1854-02-21,1854,1850s,9,2 weeks or less,1300,3,Redemptorist,29.9510658,-90.0715323,1,61
35,Cathedral of the Immaculate Conception,Mobile,AL,1854-03-04,1854-03-16,1854,1850s,12,2 weeks or less,1300,2,Redemptorist,30.6943566,-88.0430541,1,62
36,St. Alphonsus' Church,New Orleans,LA,1854-03-26,1854-04-05,1854,1850s,10,2 weeks or less,2000,0,Redemptorist,29.9510658,-90.0715323,1,63
37,St. Peter's Church,New Orleans,LA,1854-04-09,1854-04-17,1854,1850s,8,2 weeks or less,1700,2,Redemptorist,29.9510658,-90.0715323,1,64
38,St. John Baptist's Church,New Orleans,LA,1854-04-23,1854-04-30,1854,1850s,7,1 week or less,1500,2,Redemptorist,29.9510658,-90.0715323,1,64
39,St. Theresa's Church,New Orleans,LA,1854-05-14,1854-05-21,1854,1850s,7,1 week or less,1500,0,Redemptorist,29.9510658,-90.0715323,1,65
40,St. John's Church,Schenectady,NY,1854-10-08,1854-10-18,1854,1850s,10,2 weeks or less,1300,0,Redemptorist,42.8142432,-73.9395687,1,66
41,,Patterson,NJ,1854-10-29,1854-11-09,1854,1850s,11,2 weeks or less,2700,0,Redemptorist,40.9167654,-74.171811,1,67
42,Church of Our Lady of the Mountain,Emmitsburg,MD,1854-11-19,1854-11-26,1854,1850s,7,1 week or less,500,0,Redemptorist,39.7045417,-77.3269307,1,68
43,St. Peter's Church,Baltimore,MD,1854-12-03,1854-12-13,1854,1850s,10,2 weeks or less,2500,3,Redemptorist,39.2903848,-76.6121893,1,70
44,St. Patrick's Cathedral,Newark,NJ,1854-12-31,1855-01-14,1854,1850s,14,2 weeks or less,4400,0,Redemptorist,40.735657,-74.1723667,1,71
45,St. Mary's Church,Charlestown,MA,1855-01-28,1855-02-11,1855,1850s,14,2 weeks or less,2800,3,Redemptorist,42.3782065,-71.0602131,1,72
46,St. Patrick's Church,Utica,NY,1855-02-21,1855-03-04,1855,1850s,11,2 weeks or less,1000,3,Redemptorist,43.100903,-75.232664,1,74
47,Church of the Annunciation,Manhattanville,NY,1855-03-18,1855-04-01,1855,1850s,14,2 weeks or less,1400,0,Redemptorist,40.8169443,-73.9558333,1,75
48,,Lexington,KY,1855-04-15,1855-04-25,1855,1850s,10,2 weeks or less,600,3,Redemptorist,38.0405837,-84.5037164,1,76
49,,Frankfort,KY,1855-04-29,1855-05-03,1855,1850s,4,1 week or less,350,2,Redemptorist,38.2009055,-84.8732835,1,76
50,,Canandagua,NY,1855-09-09,1855-09-17,1855,1850s,8,2 weeks or less,700,0,Redemptorist,42.887535,-77.2816984,1,79
51,St. Paul's Cathedral,Pittsburgh,PA,1855-10-14,1855-10-28,1855,1850s,14,2 weeks or less,7600,20,Redemptorist,40.4406248,-79.9958864,1,79
52,St. Joseph's Cathedral,Buffalo,NY,1855-11-11,1855-11-21,1855,1850s,10,2 weeks or less,3000,3,Redemptorist,42.8864468,-78.8783689,1,83
53,Church of the Holy Angels,Sandusky,OH,1855-12-02,1855-12-12,1855,1850s,10,2 weeks or less,1100,0,Redemptorist,41.4489396,-82.7079605,1,84
54,St. John's Cathedral,Cleveland,OH,1855-12-16,1855-12-25,1855,1850s,9,2 weeks or less,3300,0,Redemptorist,41.4994954,-81.6954088,1,85
55,St. Stephen's Church,New York,NY,1856-01-06,1856-01-18,1856,1850s,12,2 weeks or less,4000,0,Redemptorist,40.7143528,-74.0059731,1,86
56,Church of Our Lady Start of the Sea,Brooklyn,NY,1856-02-03,1856-02-17,1856,1850s,14,2 weeks or less,2800,1,Redemptorist,40.65,-73.95,1,87
57,St. Patrick's Church,Newburgh,NY,1856-03-02,1856-03-13,1856,1850s,11,2 weeks or less,1350,3,Redemptorist,41.5034271,-74.0104178,1,89
58,St. Patrick's Church,Norfolk,VA,1856-03-30,1856-04-06,1856,1850s,7,1 week or less,400,0,Redemptorist,36.8507689,-76.2858726,1,91
59,,Portsmouth,VA,1856-03-30,1856-04-08,1856,1850s,9,2 weeks or less,520,9,Redemptorist,36.8354258,-76.2982742,1,95
60,Richmond Cathedral,Richmond,VA,1856-04-13,1856-04-23,1856,1850s,10,2 weeks or less,900,0,Redemptorist,37.5407246,-77.4360481,1,95
61,,Petersburg,VA,1856-04-13,1856-04-18,1856,1850s,5,1 week or less,210,0,Redemptorist,37.2279279,-77.4019267,1,97
62,St. Mary's Church,Hoboken,NJ,1856-09-28,1856-10-05,1856,1850s,7,1 week or less,700,7,Redemptorist,40.7439905,-74.0323626,1,97
63,St. Peter's Church,Wilmington,DE,1856-10-12,1856-10-23,1856,1850s,11,2 weeks or less,1700,0,Redemptorist,39.7458333,-75.5466667,1,102
64,St. Patrick's Church,Washington,DC,1856-11-02,1856-11-15,1856,1850s,13,2 weeks or less,2700,3,Redemptorist,38.9072309,-77.0364641,1,106
65,St. John's Church,Savannah,GA,1856-11-23,1856-12-07,1856,1850s,14,2 weeks or less,2500,3,Redemptorist,32.0835407,-81.0998342,1,111
66,Church of the Immaculate Conception,Atlanta,GA,1856-12-14,1856-12-19,1856,1850s,5,1 week or less,190,3,Redemptorist,33.7489954,-84.3879824,1,113
67,Church of the Assumption of the Blessed Virgin Mary,Macon,GA,1856-12-21,1856-12-28,1856,1850s,7,1 week or less,210,3,Redemptorist,32.8406946,-83.6324022,1,114
68,St. Philip and James' Church,Columbus,GA,1857-01-04,1857-01-11,1857,1850s,7,1 week or less,170,1,Redemptorist,32.4609764,-84.9877094,1,116
69,Trinity Church,Augusta,GA,1856-12-14,1856-12-24,1856,1850s,10,2 weeks or less,750,0,Redemptorist,33.4734978,-82.0105148,1,119
70,,St. Augustine,FL,1857-01-04,1857-01-11,1857,1850s,7,1 week or less,600,0,Redemptorist,29.8942639,-81.3132083,1,126
71,Cathedral of St. John and St. Finabarr,Charleston,SC,1857-01-25,1857-02-08,1857,1850s,14,2 weeks or less,3100,20,Redemptorist,32.7765656,-79.9309216,1,129
72,St. Mary's Church,Roudout,NY,1857-03-01,1857-03-15,1857,1850s,14,2 weeks or less,2200,0,Redemptorist,41.920648,-73.9851381,1,133
73,St. Mary's Church,Hudson,NY,1857-03-22,1857-03-29,1857,1850s,7,1 week or less,800,0,Redemptorist,42.2528649,-73.790959,1,136
74,St. James' Church,Newark,NJ,1857-09-26,1857-10-06,1857,1850s,10,2 weeks or less,1900,0,Redemptorist,40.735657,-74.1723667,1,137
75,Church of Our Lady of Loretto,Cold Spring,NY,1857-10-11,1857-10-18,1857,1850s,7,1 week or less,800,2,Redemptorist,41.4200937,-73.954583,1,138
76,St. Peter's Church,Poughkeepsie,NY,1857-10-24,1857-11-06,1857,1850s,13,2 weeks or less,1950,0,Redemptorist,41.7003713,-73.9209701,1,140
77,St. John's Church,Utica,NY,1857-11-15,1857-11-27,1857,1850s,12,2 weeks or less,3000,0,Redemptorist,43.100903,-75.232664,1,142
78,St. Joseph's Church,Brandywine,DE,1857-12-06,1857-12-14,1857,1850s,8,2 weeks or less,920,1,Redemptorist,39.8295563,-75.5343681,1,144
79,St. John the Baptist's Church,Trenton,NJ,1857-12-20,1857-12-31,1857,1850s,11,2 weeks or less,2050,5,Redemptorist,40.2170534,-74.7429384,1,145
80,Cathedral of Burlington,Burlington,VT,1858-01-10,1858-01-18,1858,1850s,8,2 weeks or less,1400,2,Redemptorist,44.4758825,-73.212072,1,148
81,St John Baptist's Church,Plattsburg,NY,1858-01-24,1858-01-31,1858,1850s,7,1 week or less,1100,1,Redemptorist,44.6994873,-73.4529124,1,151
82,,Brandon,VT,1858-02-07,1858-02-11,1858,1850s,4,1 week or less,277,0,Redemptorist,43.7981572,-73.087648,1,153
83,,East Rutland,VT,1858-02-07,1858-02-15,1858,1850s,8,2 weeks or less,840,0,Redemptorist,43.6106237,-72.9726065,1,155
84,,West Rutland,VT,1858-02-21,1858-03-01,1858,1850s,8,2 weeks or less,1008,3,Redemptorist,43.5930919,-73.0451081,1,156
85,,Saratoga Springs,NY,1858-03-07,1858-03-15,1858,1850s,8,2 weeks or less,970,0,Redemptorist,43.0831301,-73.7845651,1,157
86,,Little Falls,NY,1858-03-21,1858-03-28,1858,1850s,7,1 week or less,800,3,Redemptorist,43.0434039,-74.8595957,1,158
1,St. Patrick's Church,Watertown,NY,1858-04-18,1858-04-26,1858,1850s,8,2 weeks or less,1073,5,Paulist,43.9747838,-75.9107565,1,169
2,St. Bridget's Church,New York,NY,1858-05-02,1858-05-16,1858,1850s,14,2 weeks or less,5700,15,Paulist,40.7143528,-74.0059731,1,172
3,Cathedral of Ss. Peter & Paul,Providence,RI,1858-09-19,1858-10-01,1858,1850s,12,2 weeks or less,4430,0,Paulist,41.8239891,-71.4128343,1,178
4,St. Peter's Cathedral,New York,NY,1858-10-10,1858-10-17,1858,1850s,7,1 week or less,2000,0,Paulist,40.7143528,-74.0059731,1,183
5,St. Mary's Cathedral,Covington,KY,1858-10-24,1858-11-01,1858,1850s,8,2 weeks or less,1450,0,Paulist,39.0836712,-84.5085536,1,186
6,St. Augustine's Church,Kalamazoo,MI,1858-11-07,1858-11-14,1858,1850s,7,1 week or less,430,2,Paulist,42.2917069,-85.5872286,1,189
7,Church of the Immaculate Conception,Marshall,MI,1858-11-21,1858-11-26,1858,1850s,5,1 week or less,575,1,Paulist,42.2722641,-84.9633148,1,192
8,St. John's Church,Jackson,MI,1858-11-28,1858-12-05,1858,1850s,7,1 week or less,450,1,Paulist,42.245869,-84.4013462,1,193
9,St. Thomas's Church,Ann Arbor,MI,1858-12-12,1858-12-19,1858,1850s,7,1 week or less,910,5,Paulist,42.2808256,-83.7430378,1,196
10,St. Mary's Church,New Haven,CT,1859-01-02,1859-01-14,1859,1850s,12,2 weeks or less,2060,4,Paulist,41.308274,-72.9278835,1,200
11,St. Paul's Church,Princeton,NJ,1859-01-23,1859-01-31,1859,1850s,8,2 weeks or less,570,1,Paulist,40.3572976,-74.6672226,1,202
12,St. Peter's Church,Belleville,NJ,1859-02-13,1859-02-20,1859,1850s,7,1 week or less,1135,2,Paulist,40.7936744,-74.1500469,1,206
13,St. Patrick's Church,Quebec,QC,1859-03-20,1859-04-03,1859,1850s,14,2 weeks or less,7250,50,Paulist,46.8032826,-71.242796,1,209
14,St. Peter's Church,Troy,NY,1859-04-10,1859-04-20,1859,1850s,10,2 weeks or less,2600,6,Paulist,42.7284117,-73.6917851,1,218
15,Cathedral of the Immaculate Conception,St. John,NB,1859-09-04,1859-09-15,1859,1850s,11,2 weeks or less,8450,6,Paulist,45.2733153,-66.0633081,1,223
16,St. Mary's Church,Jersey City,NJ,1859-10-02,1859-10-10,1859,1850s,8,2 weeks or less,1950,3,Paulist,40.7281575,-74.0776417,1,227
17,St. Mary's Church,New York,NY,1859-10-16,1859-10-23,1859,1850s,7,1 week or less,3500,5,Paulist,40.7143528,-74.0059731,1,230
18,St. James' Church,Bridgeport,CT,1859-10-30,1859-11-07,1859,1850s,8,2 weeks or less,1570,0,Paulist,41.1865478,-73.1951767,1,234
19,Church of St. Paul the Apostle,New York,NY,1859-12-18,1859-12-25,1859,1850s,7,1 week or less,800,0,Paulist,40.7143528,-74.0059731,1,237
20,St. Mary's Church,"Clifton, Staten Island",NY,1860-01-01,1860-01-08,1860,1860s,7,1 week or less,1250,3,Paulist,40.6189726,-74.0784785,1,239
21,Church of the Immaculate Conception,Waterbury,CT,1860-01-15,1860-01-29,1860,1860s,14,2 weeks or less,2800,3,Paulist,41.5581525,-73.0514965,1,241
22,St. John's Church,Middletown,CT,1860-02-05,1860-02-14,1860,1860s,9,2 weeks or less,2270,3,Paulist,41.5623209,-72.6506488,1,244
23,St. Mary's Church,New Britain,CT,1860-02-19,1860-02-28,1860,1860s,9,2 weeks or less,1230,0,Paulist,41.6612104,-72.7795419,1,247
24,St. Rose's Church,Meriden,CT,1860-03-11,1860-03-18,1860,1860s,7,1 week or less,810,0,Paulist,41.5381535,-72.8070435,1,249
25,Church of St. Paul the Apostle,New York,NY,1860-03-25,1860-03-28,1860,1860s,3,1 week or less,925,0,Paulist,40.7143528,-74.0059731,1,250
26,Cathedral,Kingston,ON,1860-04-15,1860-04-25,1860,1860s,10,2 weeks or less,2640,5,Paulist,44.2311717,-76.4859544,1,251
27,St. Mary's Church,Norwich,CT,1860-05-06,1860-05-16,1860,1860s,10,2 weeks or less,1900,5,Paulist,41.5242649,-72.0759105,1,255
28,Church of the Immaculate Conception,Lawrence,MA,1860-09-30,1860-10-12,1860,1860s,12,2 weeks or less,2150,0,Paulist,42.7070354,-71.1631137,1,259
29,St. Patrick's Church,Elizabethport,NJ,1860-10-20,1860-10-28,1860,1860s,8,2 weeks or less,1000,1,Paulist,40.6501031,-74.1870888,1,261
30,St. Soryl's Church,Hudson City,NJ,1860-11-04,1860-11-12,1860,1860s,8,2 weeks or less,1100,1,Paulist,41.1896081,-73.9242251,1,263
31,St. James Church,New York,NY,1860-11-25,1860-12-09,1860,1860s,14,2 weeks or less,6950,10,Paulist,40.7143528,-74.0059731,1,266
32,St. John Baptist Church,Boston,MA,1860-12-30,1861-01-10,1860,1860s,11,2 weeks or less,4550,0,Paulist,42.3584308,-71.0597732,1,271
33,St. Gregory's Church,Haverhill,MA,1861-01-20,1861-01-28,1861,1860s,8,2 weeks or less,1002,4,Paulist,42.7762015,-71.0772796,1,274
34,Church of the Holy Redeemer,East Boston,MA,1861-02-13,1861-02-27,1861,1860s,14,2 weeks or less,2900,0,Paulist,42.3702137,-71.0388601,1,276
35,Church of the Immaculate Conception,Newburyport,MA,1861-03-03,1861-03-13,1861,1860s,10,2 weeks or less,1900,0,Paulist,42.8125913,-70.8772751,1,278
36,,Pittston,PA,1861-04-14,1861-04-22,1861,1860s,8,2 weeks or less,1980,3,Paulist,41.3259134,-75.7893604,1,281
37,,Holyoke,MA,1861-04-28,1861-05-09,1861,1860s,11,2 weeks or less,1850,5,Paulist,42.2042586,-72.6162009,1,282
38,St. Mary's Church,Elizabeth,NJ,1861-10-06,1861-10-14,1861,1860s,8,2 weeks or less,950,1,Paulist,40.6639916,-74.2107006,1,284
39,St. Michael's Church,New York,NY,1861-11-17,1861-11-28,1861,1860s,11,2 weeks or less,4000,0,Paulist,40.7143528,-74.0059731,1,285
40,,Newport,NY,1861-12-29,1862-01-05,1861,1860s,7,1 week or less,370,1,Paulist,43.1859025,-75.0143244,1,287
41,,Dunmore,PA,1862-01-19,1862-01-26,1862,1860s,7,1 week or less,700,0,Paulist,41.4198027,-75.6324112,1,291
42,St. Philomena's Church,Rawley,PA,1862-02-02,1862-02-10,1862,1860s,8,2 weeks or less,1150,1,Paulist,40.3647715,-80.06532,1,291
43,St. John's Church,Orange,NJ,1862-02-02,1862-02-09,1862,1860s,7,1 week or less,1000,2,Paulist,40.7706187,-74.2326478,1,292
44,Church of the Immaculate Conception,New York,NY,1862-03-02,1862-03-16,1862,1860s,14,2 weeks or less,6800,1,Paulist,40.7143528,-74.0059731,1,293
45,St. Stephen's Church,New York,NY,1862-03-30,1862-04-06,1862,1860s,7,1 week or less,2400,0,Paulist,40.7143528,-74.0059731,1,295
46,,Scranton,PA,1862-05-18,1862-05-29,1862,1860s,11,2 weeks or less,2500,0,Paulist,41.408969,-75.6624122,1,295
