city,state,church,organized,members,minister,citation,jlat,jlon,url
Chaplin,CT,,1810,136,John R. Freeman,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7948205,-72.1272989,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Eastford,CT,,1778,119,,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9020418,-72.0797979,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Hampton,CT,,1723,122,,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7839873,-72.0547977,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Killingly,CT,North,1715,154,Benjamin B. Hopkinson,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.8371849367,-71.8520071167,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Killingly,CT,South,1746,40,Joseph Ayer,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.8226114513,-71.8401716317,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Killingly,CT,West,1801,294,Thomas O. Rice,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.8236876154,-71.858782966,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Killingly,CT,Dayville,1849,50,Roswell Whitmore,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.8255018279,-71.8481065862,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Mansfield,CT,South,1710,167,Anson S. Atwood,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7968418218,-72.238383546,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Plainfield,CT,First Church,1705,88,Henry Robinson,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.6753522681,-71.9123249559,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Plainfield,CT,Center Village,1846,65,James Bates,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.6693452412,-71.9133668757,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Pomfret,CT,First Church,1715,147,Daniel Hunt,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9023149459,-71.967093705,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Pomfret,CT,Abington,1753,88,Henry B. Smith,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9002359798,-71.9708557291,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Sterling,CT,,1779,73,Jacob Allen,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7073744,-71.8290112,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Thompson,CT,First Church,1730,270,Andrew Dunning,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9891082402,-71.8845981724,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Thompson,CT,Quinebaug,1848,50,,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9751140773,-71.8901043902,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Windham,CT,First Church,1700,116,George I. Stearns,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7084046868,-72.1540160939,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Windham,CT,Scotland,1735,107,Thomas Tallman,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7071251169,-72.1676516622,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Windham,CT,Willimantic,1828,131,Samuel G. Willard,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.7075575612,-72.1584561175,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Woodstock,CT,South,NA,124,Henry M. Colton,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9545049929,-71.9790774411,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Woodstock,CT,West,1747,83,,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.950276204,-71.9738936244,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Woodstock,CT,North,NA,145,Orlo D. Hine,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9511346781,-71.9674456203,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Woodstock,CT,East,NA,220,Michael Burdett,The Year-book of the American Congregational Union for the Year 1854 (pp. 123-24),41.9533315634,-71.9761889983,https://archive.org/stream/americancongrega04amer#page/123/mode/1up
Amenia,NY,,NA,48,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8492599,-73.5567918,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Canaan,CT,North,1769,115,Elisha Whittlesey,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.9570777553,-73.3017269865,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Canaan,CT,South,1741,109,Harley Goodwin,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.9534831167,-73.3017950697,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Colebrook,CT,,1795,88,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.9914071,-73.0956765,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Cornwall,CT,North,1779,248,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8460299342,-73.3273773322,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Cornwall,CT,South,1740,114,Ralph Smith,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8392042346,-73.3399276301,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Ellsworth,CT,,1802,78,William J. Alger,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8526,-72.6437,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Goshen,CT,,1740,114,Lavalette Perrin,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8315187,-73.2248946,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Hitchcockville,CT,,1842,63,Luther H. Barber,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.6032207,-73.087749,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Kent,CT,,1741,109,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.7247554,-73.4769643,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
New Hartford,CT,First Church,1738,132,Cyrus Yale,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8844055587,-72.9791914517,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
New Hartford,CT,North,1828,122,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.87672752,-72.9796564495,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
New Hartford,CT,South,1848,97,James C. Houghton,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8812782485,-72.9698552061,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Norfolk,CT,,1760,265,Joseph Eldridge,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.9939828,-73.2020577,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
North East,NY,,1829,55,Isaac De Voe,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.921742,-73.5358541,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Salisbury,CT,,1744,215,Adam Reid,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.983426,-73.4212318,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Sharon,CT,,1740,149,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8793754,-73.4768697,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Torringford,CT,,1759,144,William H. Moore,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8212077,-73.0801086,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Torrington,CT,,1741,63,John A. McKinstry,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.8003049,-73.1211715,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Warren,CT,,1756,110,M. M. Wakeman,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.7428733,-73.3487303,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Winchester,CT,,1771,92,John Cunningham,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.925,-73.103056,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Winsted,CT,,1790,179,,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.9212066,-73.0601078,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Wolcottville,CT,,1832,141,Samuel T. Seelye,The Year-book of the American Congregational Union for the Year 1854 (p. 124),41.6032207,-73.087749,https://archive.org/stream/americancongrega04amer#page/124/mode/1up
Bethlehem,CT,,1739,107,Aretas G. Loomis,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.639167,-73.208611,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Harwinton,CT,,1737,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.7712762,-73.0598438,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Litchfield,CT,First Church,1722,NA,Benjamin L. Swan,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.7515303743,-73.187224364,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Litchfield,CT,South Farms,1768,133,David L. Parmelee,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.7401844638,-73.1847985937,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Litchfield,CT,Northfield,1795,NA,Lewis Jessup,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.7561257386,-73.1963229451,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Litchfield,CT,Milton,1798,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.7525412721,-73.1994195157,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
New Milford,CT,First Church,1716,435,David Murdock,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.5685900512,-73.407971729,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
New Milford,CT,Bridgewater,1809,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.5710433692,-73.3984332939,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Plymouth,CT,First Church,1740,201,Israel P. Warren,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.6717334437,-73.0422467936,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Plymouth,CT,Hollow,1837,166,James Averill,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.6806032742,-73.0595126051,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Roxbury,CT,,1744,186,Austin Isham,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.5564843,-73.3087285,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Sherman,CT,,1751,130,Maltby Gelston; Judson B. Stoddard,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.5786417,-73.497418,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Southbury,CT,First Church,1732,NA,George P. Prudden,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.4867470884,-73.2141799445,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Southbury,CT,South Britain,1769,145,Amos E. Lawrence,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.4710386886,-73.2156063371,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Washington,CT,First Church,1742,199,Ephraim Lyman,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.6367331017,-73.3000401697,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Washington,CT,New Preston,1751,121,,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.6257986411,-73.3182691002,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Watertown,CT,,1738,232,Chauncey Goodrich,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.6062042,-73.1183397,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Woodbury,CT,South,1670,188,Lucius Curtiss,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.5415028951,-73.2196424133,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Woodbury,CT,North,1816,263,John Churchill,The Year-book of the American Congregational Union for the Year 1854 (p. 125),41.5381145513,-73.2022535354,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Chatham,CT,East Hampton,1748,115,William Russel,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.5579839814,-72.5084347398,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Chatham,CT,Middle Haddam,1740,132,James Kilbourn,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.5648563476,-72.4886952775,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Chester,CT,,1742,160,Edgar J. Doolittle,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.4022081,-72.4824991,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Clinton,CT,,1667,169,James D. Moore,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.2882208,-72.5288034,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Colchester,CT,Westchester,1729,81,Spofford D. Jewett,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.5782997817,-72.3418248253,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
East Haddam,CT,First Church,1704,194,Isaac Parsons,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.5044585047,-72.4870687694,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
East Haddam,CT,Millington,1836,77,Nathaniel Miner,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.4996646889,-72.4659643771,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
East Haddam,CT,Hadlyme,1745,91,,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.5091728988,-72.4839851862,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Haddam,CT,First Church,1675,97,E. Colton,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.4733610463,-72.5215637559,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Haddam,CT,Higganum,1844,141,Stephen A. Loper,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.4835432799,-72.5225235243,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Killingworth,CT,,1738,250,Hiram Bell,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.3581869,-72.5645602,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Lyme,CT,First Church,1693,159,David S. Brainerd,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.3981098053,-72.3484940558,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Lyme,CT,North,1727,92,Enoch F. Burr,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.3978531309,-72.3571804887,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Lyme,CT,Grassy Hill,1755,54,Alpha Miller,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.3932600745,-72.3511172993,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Old Saybrook,CT,,1646,249,,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.2960159,-72.3845301,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Saybrook,CT,Centre Brook,1725,160,J. W. Sessions,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.6599600692,-88.0847986553,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Saybrook,CT,Deep River,1834,250,James A. Clark,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.6592919686,-88.0685201073,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Saybrook,CT,Essex,1852,66,E. W. Tucker,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.6712406623,-88.0906783677,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Westbrook,CT,,1726,263,William A. Hyde,The Year-book of the American Congregational Union for the Year 1854 (pp. 125-26),41.2959741,-72.4641563,https://archive.org/stream/americancongrega04amer#page/125/mode/1up
Andover,CT,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.7373211,-72.37036,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Bolton,CT,,1725,91,Lavius Hyde,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.7689878,-72.4334173,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Columbia,CT,,NA,118,Frederick D. Avery,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.7020432,-72.3011917,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Coventry,CT,First Church,1710,133,Charles Hyde,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.7858866199,-72.3288894729,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Coventry,CT,North,NA,NA,G. A. Calhoun,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.79297196,-72.3332122415,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Coventry,CT,Village,1849,95,Henry B. Blake,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.7903394371,-72.3447731799,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Ellington,CT,,1733,NA,George I. Wood,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.9172826,-72.458236,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Gilead,CT,,NA,87,Charles Nichols,The Year-book of the American Congregational Union for the Year 1854 (p. 126),44.717638,-90.096766,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Hebron,CT,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.6578767,-72.3659161,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Mansfield,CT,North,1744,82,A. R. Livermore,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.7924890819,-72.2234186837,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Marlborough,CT,,NA,73,W. C. Fiske,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.6314378,-72.459634,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Rockville,CT,First Church,1837,244,John H. Pettingill,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.8645085204,-72.4610132601,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Rockville,CT,Second Church,1849,197,C. H. Bullard,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.8682145275,-72.4378301721,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Somers,CT,,1727,210,Joseph Vail,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.9851929,-72.4460798,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Stafford,CT,East,1723,70,Merrick Knight,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.9787842714,-72.3129695959,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Stafford,CT,Springs,1850,47,Hiram Day,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.9872158048,-72.3073604126,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Stafford,CT,West,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.9810155756,-72.318265857,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Tolland,CT,,NA,115,Abram Marsh,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.8714865,-72.3686931,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Union,CT,,1738,49,Samuel J. Curtiss,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.9909296,-72.1572992,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Vernon,CT,,1762,248,Albert Smith,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.8186802,-72.479037,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Willington,CT,,1728,95,David Bancroft,The Year-book of the American Congregational Union for the Year 1854 (p. 126),41.885278,-72.261389,https://archive.org/stream/americancongrega04amer#page/126/mode/1up
Alburgh,VT,,NA,17,Calvin B. Cady,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.9750541,-73.3002239,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Bakersfield,VT,,NA,109,Daniel Warren,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.7819927,-72.8029085,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Berkshire,VT,East,NA,60,,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.9628932969,-72.770599283,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Berkshire,VT,West,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.979354476,-72.7860718185,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Cambridge,VT,,NA,51,C. Granger,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.6447724,-72.8762772,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Eden,VT,,NA,21,,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.7072718,-72.5456691,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Enosburgh,VT,,NA,162,Cephas H. Kent,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.883889,-72.771111,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Fairfax,VT,,NA,54,,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.6654963,-73.01032,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Fairfield,VT,,NA,47,Charles C. Adams,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.8019921,-72.9456936,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Franklin,VT,,NA,41,Lyndon S. French,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.9812585,-72.9165547,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Fletcher,VT,,NA,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.6752213,-72.9238412,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Georgia,VT,,NA,92,George W. Ranslow,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.713611,-73.110556,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Highgate,VT,,NA,52,,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.951111,-73.064167,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Johnson,VT,,NA,105,James Dougherty,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.6356063,-72.6803979,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Montgomery,VT,,NA,53,Sewall Paine,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.9025466,-72.63818,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Morristown,VT,,NA,93,S. Robinson,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.5572744,-72.6237275,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Sheldon,VT,,NA,34,Preston Taylor,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.8817124,-72.9429124,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
St. Albans,VT,First Church,NA,129,Ebenezer Cutler,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.8107612891,-73.0792446108,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
St. Albans,VT,Bay,NA,75,E. W. Kellogg,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.8112546003,-73.0749312476,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Swanton,VT,,NA,94,Ebenezer H. Dorman,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.9180982,-73.1242977,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Waterville,VT,,NA,33,John Gleed,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.6903274,-72.7690147,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Westford,VT,,NA,151,J. H. Woodward,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.5983349,-72.9977003,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Wolcott,VT,,NA,38,Carey Russell,The Year-book of the American Congregational Union for the Year 1854 (p. 144),44.5464417,-72.4584429,https://archive.org/stream/americancongrega04amer#page/144/mode/1up
Addison,VT,,NA,38,Benjamin Abbott,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.0886671,-73.302622,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Bridport,VT,,NA,189,F. W. Olmstead,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.9873736,-73.351164,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Bristol,VT,,NA,45,S. Morgan,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.1333912,-73.0790076,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Cornwall,VT,,NA,195,Gurdon W. Noyes,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.960893,-73.2103951,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Ferrisburgh,VT,,NA,37,Buel Smith,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.2056098,-73.2462341,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Middlebury,VT,,NA,429,T. A. Merrill; R. S. Kendall,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.0153371,-73.16734,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Monkton,VT,,NA,26,,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.2200554,-73.1253991,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
New Haven,VT,,NA,242,Samuel Hurlbut,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.1243277,-73.1535713,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Ripton,VT,,NA,38,A. Heminway,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.973673,-73.0340033,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Salisbury,VT,,NA,72,George W. Barrows,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.8964511,-73.0998363,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Shoreham,VT,,NA,198,J. F. Goodhue,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.8936708,-73.3159515,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Vergennes,VT,,NA,207,H. F. Leavitt,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.1672771,-73.2540111,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Weybridge,VT,,NA,65,T. A. Merrill,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.0498636,-73.2143577,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Whiting,VT,,NA,34,,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.8639503,-73.2003929,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Barnard,VT,,NA,69,,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.728679,-72.6189876,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Bethel,VT,,NA,61,M. Kingman,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.8332779,-72.633995,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Brookfield,VT,[First Congregational Church],NA,154,Daniel Wild,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.0473185502,-72.5919352841,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Brookfield,VT,North,NA,89,A. Fleming,The Year-book of the American Congregational Union for the Year 1854 (p. 145),44.0411067497,-72.598521904,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Braintree,VT,,NA,67,,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.9621778,-72.7046487,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
Chelsea,VT,,NA,135,Thomas S. Hubbard,The Year-book of the American Congregational Union for the Year 1854 (p. 145),43.989788,-72.4475994,https://archive.org/stream/americancongrega04amer#page/145/mode/1up
